"disciplina_id","1 - as VA utilizaram slides com textos e imagens que favoreceram a aprendizagem.","2 - as VA utilizaram materiais relevantes e atualizados que geram engajamento.","3 - as VA foram objetivas e aproveitaram bem o tempo.","4 - as VA foram ministradas com boa dicção, clareza e segurança na exposição dos conteúdos.","5 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","6 - as AC favoreceram a colaboração, induzindo a troca de conhecimentos e experiências entre os alunos.","7 - as AC foram compatíveis com o tempo disponível.","8 - as AC foram relevantes para a compreensão dos conteúdos.","9 - as AC contaram com Roteiros claros e completos, incluindo Apresentação, Objetivos, Descrição e Critérios de Avaliação.","10 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","11 - as AI favoreceram a sua imersão nos conteúdos, induzindo a aprendizagem autônoma.","12 - as AI foram compatíveis com o tempo disponível.","13 - as AI foram relevantes para a compreensão do conteúdo.","14 - as AI contaram com Roteiros claros e completos, incluindo Apresentação, Objetivos, Descrição e Critérios de Avaliação.","15 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","16 - os FD foram abertos com questões geradoras de discussões ricas e relevantes.","17 - os FD foram bem conduzidos e avaliados, com intervenções que proporcionaram a sua aprendizagem.","18 - os FD contaram com materiais e orientações suficientes para a sua participação.","19 - os FD foram devidamente finalizados, com destaques para os principais conteúdos e participações da turma.","20 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","21 - os WB esclareceram suas dúvidas por meio de uma interação ao vivo.","22 - os WB forneceram feedbacks sobre o andamento da disciplina e o desempenho da turma.","23 - os WB colaboraram com a sua aprendizagem.","24 - os WB desempenharam papel importante na revisão dos conteúdos para as Avaliações Presenciais.","25 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","26 - as AS contiveram questões condizentes com o conteúdo ministrado.","27 - as AS foram compatíveis com o tempo disponível.","28 - as AS priorizaram a construção do conhecimento em detrimento da memorização.","29 - as AS apresentaram níveis de dificuldade compatíveis com o nível trabalhado na disciplina.","30 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","31 - as SV disponibilizaram de forma apropriada o plano de ensino e as informações sobre conteúdos, objetivos, metodologia e critérios de avaliação da disciplina.","32 - as SV atenderam às suas necessidades de aprendizagem, apresentando um formato intuitivo e didático.","33 - as SV foram dinâmicas e devidamente atualizadas durante a disciplina.","34 - as SV viabilizam a articulação entre a teoria X prática dos conteúdos.","35 - as SV foram ambientes de interações respeitosas e éticas entre alunos e professores.","36 - as SV relacionaram os conteúdos das disciplinas com a atuação profissional.","37 - Fique à vontade para fazer críticas, sugestões ou avaliações adicionais, não contempladas nas questões acima.","polo","curso","nome"
"","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Joaíma","[D17] - Teoria e Sistemas das Organizações Assistenciais - Gestão de Saúde Pública","ANDREIA GOMES DA SILVA"
"","Concordo","Não concordo nem discordo","Não concordo nem discordo","Concordo","sem resposta","Não concordo nem discordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Buritis","[D20] - Pesquisa em Educação - Pedagogia","AMANDA GOMES DA SILVA"
"","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Joaíma","[D17] - Teoria e Sistemas das Organizações Assistenciais - Gestão de Saúde Pública","ANDREIA GOMES DA SILVA"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Não concordo nem discordo","Não concordo nem discordo","Concordo","sem resposta","Discordo","Concordo","Não concordo nem discordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Monte Azul","[D20] - Pesquisa em Educação - Pedagogia","PATRICIA MILIELLE DA SILVA SANTANA"
"","Não concordo nem discordo","Concordo","Discordo","Discordo","Acho que a explicação tinha que ser mais clara e objetica","Concordo plenamente","Discordo","Concordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Discordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Discordo totalmente","Discordo","Discordo","Não concordo nem discordo","Tinha ser em um horário melhor! Na minha opinião não podia ser em horario comercial . Sugestão no período da noite.","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Discordo","sem resposta","Concordo","Não concordo nem discordo","Discordo","Concordo","Não concordo nem discordo","Concordo","Sem mais!","Bocaiuva","[D13] - Redes de Computadores I - Análise e Desenvolvimento de Sistemas","CARLOS MEIRA DE CASTRO PEREIRA"
"","Não concordo nem discordo","Concordo","Discordo","Discordo","Muitas vezes os slides estão muito carregados e não favorecem o interesse do acadêmico. Percebo que alguns professores apenas leêm o conteúdo, acredito que nós podemos fazer isso, é importante que expliquem melhor.","Discordo","Concordo","Discordo totalmente","Concordo","Muitos estudantes não realizam as AC como deveriam.","Concordo plenamente","Concordo plenamente","Concordo","Concordo","Gosto das AI permitem o aprendizado amplo.","Discordo totalmente","Discordo totalmente","Não concordo nem discordo","Discordo totalmente","Não vejo mediadores nos FD, os avaliadores só acrescentam frases prontas que em nada auxiliam ou agregam nas discussões. Não gosto muito dos FD por esse motivo.","Não concordo nem discordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Discordo totalmente","Concordo","Muitas disciplinas continuam com as ""decorebas"", isso não permite a construção de conhecimento.","Concordo","Concordo","Concordo","Concordo","Discordo","Concordo","Muitas demandas não são resolvidas pela SV e sim por email. Os professores e coordenação demoram muio a responder questionamentos, seja de problemas com notas, etc seja sobre o conteúdo ministrado.","Montes Claros","[D17] - Teoria e Sistemas das Organizações Assistenciais - Gestão de Saúde Pública","Paula Maia Lopes"
"","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Discordo","sem resposta","Discordo","Discordo","Discordo","Discordo","sem resposta","Discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Monte Azul","[D15] - Metodologia do Futsal - Educação Física","WELDER MARQUES RODRIGUES LIMA"
"","Concordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Discordo","Discordo","Não concordo nem discordo","Discordo","sem resposta","Não concordo nem discordo","Concordo plenamente","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Concordo","Concordo","Concordo","sem resposta","Varzelândia","[D20] - Pesquisa em Educação - Pedagogia","EDMA DE OLIVEIRA PIRES"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Mantena","[D17] - Linguística - Letras Português","Taysmara Vasconcelos"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Urucuia","[D15] - Metodologia do Futsal - Educação Física","KÁSSIA NUNES CAMPOS"
"","Concordo","Concordo","Concordo","Concordo","Na questão das vídeo aulas, o ambiente de filmagem poderia mudar um pouco talvez fazer com que gravem aulas ao ar livre pequenas aulas demostrativas como aconteceu no ultimo Seminário de Prática da Educação Física mesmo teve momentos interessantes mostrando trabalhos na realidade do dia-a-dia.","Concordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Joaíma","[D15] - Metodologia do Futsal - Educação Física","RICARDO SANTOS PEREIRA"
"","Concordo","Concordo","Discordo","Discordo","as aulas são muito curtas","Concordo","Concordo plenamente","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo plenamente","Concordo plenamente","Não concordo nem discordo","Concordo plenamente","sem resposta","Concordo","Discordo totalmente","Discordo","Concordo","tempo curto para avaliações","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Monte Azul","[D15] - Metodologia do Futsal - Educação Física","WENDELL PHABLO AMARAL LEITE"
"","Concordo","Concordo","Concordo","Concordo","Tudo proveitoso","Concordo","Concordo","Concordo","Concordo","Deu para aporoveitar bastante","Concordo","Concordo","Concordo","Concordo","GOSTARIA QUE O TEMPO DE POSTAGEM SE ENCERRASSE NO DOMINGO, SE POSSÍVEL.","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Urucuia","[D15] - Metodologia do Futsal - Educação Física","ALINE RIBEIRO MARTINS"
"","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Discordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Monte Azul","[D20] - Pesquisa em Educação - Pedagogia","CRISTINA FERREIRA DA SILVA"
"","Concordo","Concordo plenamente","Não concordo nem discordo","Concordo","eu queria que as webnar deveria explicar mais a matéria que irá cair na prova","Concordo","Concordo","Não concordo nem discordo","Concordo","sem resposta","Não concordo nem discordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Não concordo nem discordo","Discordo","Não concordo nem discordo","Discordo","eu queria que as webnar deveria explicar mais a matéria que irá cair na prova","Não concordo nem discordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Joaíma","[D15] - Metodologia do Futsal - Educação Física","WILLIAN SOUZA MATOS"
"","Concordo plenamente","Concordo","Não concordo nem discordo","Concordo","sem resposta","Concordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Discordo totalmente","Discordo","Discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Concordo","sem resposta","Discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Discordo totalmente","Concordo plenamente","Concordo","Não concordo nem discordo","sem resposta","Discordo","Concordo","Não concordo nem discordo","Discordo","Não concordo nem discordo","Discordo","sem resposta","Urucuia","[D15] - Metodologia do Futsal - Educação Física","Thalis Alves"
"","Concordo plenamente","Concordo","Concordo","Concordo","sem resposta","Concordo plenamente","Não concordo nem discordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Concordo plenamente","Concordo","Concordo","sem resposta","Não concordo nem discordo","Concordo","Não concordo nem discordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Não concordo nem discordo","Concordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Itamarandiba","[D17] - Linguística - Letras Português","ALINE RIBEIRO MORAES"
"","Concordo plenamente","Concordo","Concordo","Concordo plenamente","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo plenamente","Concordo","Concordo plenamente","Concordo plenamente","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Joaíma","[D15] - Metodologia do Futsal - Educação Física","Yasmin Andrade"
"","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Não concordo nem discordo","sem resposta","Concordo","Não concordo nem discordo","Concordo","Concordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Não concordo nem discordo","Discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Concordo","Concordo","Concordo","Concordo","sem resposta","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","sem resposta","Montes Claros/1","[D17] - Teoria e Sistemas das Organizações Assistenciais - Gestão de Saúde Pública","NÚBIA KAROLINE SANTOS PEREIRA"
"","Concordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","Critico a forma de alguns professores em desenvolver suas atividades e fóruns, provas. Alguns professores como Francely(Fundamentos e Metodologia da Alfabetização) passam muitos artigos, textos, e nenhum explicação com clareza. Sugiro que os professores fossem mais objetivos.","Concordo","Discordo","Discordo","Concordo","Critico sobre a demora dos resultados das provas, e posicionamento da Unimontes. A faculdade exige muito, porém não está cumprindo o seu real dever. As AC tem um prazo muito curto, e algumas são de perguntas muito complexa, e precisamos ler muitos artigos.","Concordo","Concordo","Discordo","Concordo","As AI de algumas matérias, os professores são objetivos, e explicam muito bem como fazer a atividade, porém tem algumas que não consegue ser claras. Não concordo quando o professor passa inúmeros artigos, texto, isso desmotiva os alunos,sendo isso que está acontecendo","Discordo","Discordo","Concordo","Discordo","Sugiro que os professores coloquem perguntas nos fórum devem ser mais claras e que nós podemos expor nossos conhecimentos, e não simplesmente responder as perguntas","Não concordo nem discordo","Não concordo nem discordo","Não concordo nem discordo","Concordo","Os WB são muito importante para o aprendizado e revisão da prova, porém tenho uma crítica da forma que está acontecendo, tem professores que não busca sanar nossas dúvidas. Como geralmente o Webinar é a tarde a maioria está trabalhando e não participam, alguns professores ficam esperando e ninguém aparece e em vez deles explicar os pontos mais importantes para prova, simplesmente não diz nada. Sugiro que os professores ao fazer o Webinar, fizesse um apanhado da matéria, sendo objetiva e clara.","Discordo","Concordo","Não concordo nem discordo","Não concordo nem discordo","As Provas de algumas disciplinas são bem objetivas, porém da maioria não é bem assim. Creio que por não termos muitas explicações, ou por ter muitos artigos, textos pra ler, muita coisa pra assimilar, e o professor não consegui ser objetivo, nas provas geralmente á muita dificuldade.","Concordo","Concordo","Concordo","Concordo","Concordo","Concordo","sem resposta","Buritis","[D20] - Pesquisa em Educação - Pedagogia","NATALIA SOUZA PEREIRA"
